,weekday,month,bus_route_id,violation_type,violations
11066,Wednesday,2021-04,M15+,MOBILE BUS LANE,960
11067,Wednesday,2021-04,M23+,MOBILE BUS LANE,8
11068,Wednesday,2021-04,M34+,MOBILE BUS LANE,23
11069,Wednesday,2021-04,M86+,MOBILE BUS LANE,17
11070,Wednesday,2021-05,B44+,MOBILE BUS LANE,195
11071,Wednesday,2021-05,B46+,MOBILE BUS LANE,217
11072,Wednesday,2021-05,M14+,MOBILE BUS LANE,104
11073,Wednesday,2021-05,M15+,MOBILE BUS LANE,866
11074,Wednesday,2021-05,M23+,MOBILE BUS LANE,3
11075,Wednesday,2021-05,M34+,MOBILE BUS LANE,27
11076,Wednesday,2021-05,M86+,MOBILE BUS LANE,3
11077,Wednesday,2021-06,B44+,MOBILE BUS LANE,97
11078,Wednesday,2021-06,B46+,MOBILE BUS LANE,252
11079,Wednesday,2021-06,M14+,MOBILE BUS LANE,90
11080,Wednesday,2021-06,M15+,MOBILE BUS LANE,535
11081,Wednesday,2021-06,M23+,MOBILE BUS LANE,8
11082,Wednesday,2021-06,M34+,MOBILE BUS LANE,25
11083,Wednesday,2021-06,M86+,MOBILE BUS LANE,13
11084,Wednesday,2021-07,B44+,MOBILE BUS LANE,125
11085,Wednesday,2021-07,B46+,MOBILE BUS LANE,292
11086,Wednesday,2021-07,M14+,MOBILE BUS LANE,188
11087,Wednesday,2021-07,M15+,MOBILE BUS LANE,784
11088,Wednesday,2021-07,M23+,MOBILE BUS LANE,8
11089,Wednesday,2021-07,M34+,MOBILE BUS LANE,11
11090,Wednesday,2021-07,M86+,MOBILE BUS LANE,15
11091,Wednesday,2021-08,B44+,MOBILE BUS LANE,159
11092,Wednesday,2021-08,B46+,MOBILE BUS LANE,493
11093,Wednesday,2021-08,M14+,MOBILE BUS LANE,179
11094,Wednesday,2021-08,M15+,MOBILE BUS LANE,875
11095,Wednesday,2021-08,M23+,MOBILE BUS LANE,8
11096,Wednesday,2021-08,M34+,MOBILE BUS LANE,10
11097,Wednesday,2021-08,M86+,MOBILE BUS LANE,8
11098,Wednesday,2021-09,B44+,MOBILE BUS LANE,231
11099,Wednesday,2021-09,B46+,MOBILE BUS LANE,557
11100,Wednesday,2021-09,M14+,MOBILE BUS LANE,166
11101,Wednesday,2021-09,M15+,MOBILE BUS LANE,1060
11102,Wednesday,2021-09,M23+,MOBILE BUS LANE,18
11103,Wednesday,2021-09,M34+,MOBILE BUS LANE,48
11104,Wednesday,2021-09,M86+,MOBILE BUS LANE,14
11105,Wednesday,2021-10,B44+,MOBILE BUS LANE,140
11106,Wednesday,2021-10,B46+,MOBILE BUS LANE,245
11107,Wednesday,2021-10,M14+,MOBILE BUS LANE,123
11108,Wednesday,2021-10,M15+,MOBILE BUS LANE,997
11109,Wednesday,2021-10,M34+,MOBILE BUS LANE,9
11110,Wednesday,2021-10,M86+,MOBILE BUS LANE,7
11111,Wednesday,2021-11,B44+,MOBILE BUS LANE,143
11112,Wednesday,2021-11,B46+,MOBILE BUS LANE,292
11113,Wednesday,2021-11,M14+,MOBILE BUS LANE,116
11114,Wednesday,2021-11,M15+,MOBILE BUS LANE,959
11115,Wednesday,2021-11,M34+,MOBILE BUS LANE,22
11116,Wednesday,2021-11,M86+,MOBILE BUS LANE,24
11117,Wednesday,2021-12,B44+,MOBILE BUS LANE,163
11118,Wednesday,2021-12,B46+,MOBILE BUS LANE,441
11119,Wednesday,2021-12,M14+,MOBILE BUS LANE,114
11120,Wednesday,2021-12,M15+,MOBILE BUS LANE,998
11121,Wednesday,2021-12,M23+,MOBILE BUS LANE,6
11122,Wednesday,2021-12,M34+,MOBILE BUS LANE,28
11123,Wednesday,2021-12,M86+,MOBILE BUS LANE,9
11124,Wednesday,2022-01,B44+,MOBILE BUS LANE,104
11125,Wednesday,2022-01,B46+,MOBILE BUS LANE,208
11126,Wednesday,2022-01,M14+,MOBILE BUS LANE,99
11127,Wednesday,2022-01,M15+,MOBILE BUS LANE,752
11128,Wednesday,2022-01,M23+,MOBILE BUS LANE,13
11129,Wednesday,2022-01,M34+,MOBILE BUS LANE,10
11130,Wednesday,2022-01,M86+,MOBILE BUS LANE,2
11131,Wednesday,2022-02,B44+,MOBILE BUS LANE,113
11132,Wednesday,2022-02,B46+,MOBILE BUS LANE,296
11133,Wednesday,2022-02,M14+,MOBILE BUS LANE,98
11134,Wednesday,2022-02,M15+,MOBILE BUS LANE,777
11135,Wednesday,2022-02,M23+,MOBILE BUS LANE,5
11136,Wednesday,2022-02,M34+,MOBILE BUS LANE,19
11137,Wednesday,2022-02,M86+,MOBILE BUS LANE,1
11138,Wednesday,2022-03,B44+,MOBILE BUS LANE,127
11139,Wednesday,2022-03,B46+,MOBILE BUS LANE,277
11140,Wednesday,2022-03,M14+,MOBILE BUS LANE,109
11141,Wednesday,2022-03,M15+,MOBILE BUS LANE,982
11142,Wednesday,2022-03,M23+,MOBILE BUS LANE,5
11143,Wednesday,2022-03,M34+,MOBILE BUS LANE,25
11144,Wednesday,2022-03,M86+,MOBILE BUS LANE,14
11145,Wednesday,2022-04,B44+,MOBILE BUS LANE,72
11146,Wednesday,2022-04,B46+,MOBILE BUS LANE,120
11147,Wednesday,2022-04,M14+,MOBILE BUS LANE,61
11148,Wednesday,2022-04,M15+,MOBILE BUS LANE,644
11149,Wednesday,2022-04,M23+,MOBILE BUS LANE,1
11150,Wednesday,2022-04,M34+,MOBILE BUS LANE,9
11151,Wednesday,2022-04,M86+,MOBILE BUS LANE,8
11152,Wednesday,2022-05,B44+,MOBILE BUS LANE,4
11153,Wednesday,2022-05,B46+,MOBILE BUS LANE,10
11154,Wednesday,2022-05,M14+,MOBILE BUS LANE,3
11155,Wednesday,2022-05,M15+,MOBILE BUS LANE,19
11156,Wednesday,2022-05,M34+,MOBILE BUS LANE,1
11157,Wednesday,2022-05,M86+,MOBILE BUS LANE,1
11158,Wednesday,2022-06,B44+,MOBILE BUS LANE,147
11159,Wednesday,2022-06,B46+,MOBILE BUS LANE,341
11160,Wednesday,2022-06,M14+,MOBILE BUS LANE,196
11161,Wednesday,2022-06,M15+,MOBILE BUS LANE,1515
11162,Wednesday,2022-06,M23+,MOBILE BUS LANE,16
11163,Wednesday,2022-06,M34+,MOBILE BUS LANE,24
11164,Wednesday,2022-06,M86+,MOBILE BUS LANE,2
11165,Wednesday,2022-07,B44+,MOBILE BUS LANE,76
11166,Wednesday,2022-07,B46+,MOBILE BUS LANE,245
11167,Wednesday,2022-07,M14+,MOBILE BUS LANE,132
11168,Wednesday,2022-07,M15+,MOBILE BUS LANE,975
11169,Wednesday,2022-07,M23+,MOBILE BUS LANE,7
11170,Wednesday,2022-07,M34+,MOBILE BUS LANE,12
11171,Wednesday,2022-07,M86+,MOBILE BUS LANE,1
11172,Wednesday,2022-08,B44+,MOBILE BUS LANE,70
11173,Wednesday,2022-08,B46+,MOBILE BUS LANE,167
11174,Wednesday,2022-08,M14+,MOBILE BUS LANE,114
11175,Wednesday,2022-08,M15+,MOBILE BUS LANE,822
11176,Wednesday,2022-08,M23+,MOBILE BUS LANE,9
11177,Wednesday,2022-08,M34+,MOBILE BUS LANE,28
11178,Wednesday,2022-08,Q44+,MOBILE BUS LANE,10
11179,Wednesday,2022-09,B44+,MOBILE BUS LANE,94
11180,Wednesday,2022-09,B46+,MOBILE BUS LANE,165
11181,Wednesday,2022-09,M14+,MOBILE BUS LANE,59
11182,Wednesday,2022-09,M15+,MOBILE BUS LANE,633
11183,Wednesday,2022-09,M23+,MOBILE BUS LANE,9
11184,Wednesday,2022-09,M34+,MOBILE BUS LANE,4
11185,Wednesday,2022-09,Q44+,MOBILE BUS LANE,79
11186,Wednesday,2022-10,B44+,MOBILE BUS LANE,118
11187,Wednesday,2022-10,B46+,MOBILE BUS LANE,200
11188,Wednesday,2022-10,M14+,MOBILE BUS LANE,129
11189,Wednesday,2022-10,M15+,MOBILE BUS LANE,881
11190,Wednesday,2022-10,M23+,MOBILE BUS LANE,14
11191,Wednesday,2022-10,M34+,MOBILE BUS LANE,20
11192,Wednesday,2022-10,Q44+,MOBILE BUS LANE,475
11193,Wednesday,2022-11,B44+,MOBILE BUS LANE,172
11194,Wednesday,2022-11,B46+,MOBILE BUS LANE,475
11195,Wednesday,2022-11,BX12+,MOBILE BUS LANE,80
11196,Wednesday,2022-11,BX19,MOBILE BUS LANE,13
11197,Wednesday,2022-11,BX41+,MOBILE BUS LANE,22
11198,Wednesday,2022-11,M14+,MOBILE BUS LANE,181
11199,Wednesday,2022-11,M15+,MOBILE BUS LANE,1178
11200,Wednesday,2022-11,M23+,MOBILE BUS LANE,22
11201,Wednesday,2022-11,M34+,MOBILE BUS LANE,23
11202,Wednesday,2022-11,Q43,MOBILE BUS LANE,33
11203,Wednesday,2022-11,Q44+,MOBILE BUS LANE,682
11204,Wednesday,2022-11,S79+,MOBILE BUS LANE,47
11205,Wednesday,2022-12,B25,MOBILE BUS LANE,53
11206,Wednesday,2022-12,B42,MOBILE BUS LANE,30
11207,Wednesday,2022-12,B44+,MOBILE BUS LANE,113
11208,Wednesday,2022-12,B46+,MOBILE BUS LANE,328
11209,Wednesday,2022-12,B62,MOBILE BUS LANE,11
11210,Wednesday,2022-12,BX12+,MOBILE BUS LANE,719
11211,Wednesday,2022-12,BX19,MOBILE BUS LANE,75
11212,Wednesday,2022-12,BX41+,MOBILE BUS LANE,633
11213,Wednesday,2022-12,M14+,MOBILE BUS LANE,140
11214,Wednesday,2022-12,M15+,MOBILE BUS LANE,972
11215,Wednesday,2022-12,M23+,MOBILE BUS LANE,17
11216,Wednesday,2022-12,M34+,MOBILE BUS LANE,3
11217,Wednesday,2022-12,M86+,MOBILE BUS LANE,2
11218,Wednesday,2022-12,Q43,MOBILE BUS LANE,211
11219,Wednesday,2022-12,Q44+,MOBILE BUS LANE,377
11220,Wednesday,2022-12,S79+,MOBILE BUS LANE,27
11221,Wednesday,2023-01,B25,MOBILE BUS LANE,94
11222,Wednesday,2023-01,B42,MOBILE BUS LANE,39
11223,Wednesday,2023-01,B44+,MOBILE BUS LANE,122
11224,Wednesday,2023-01,B46+,MOBILE BUS LANE,170
11225,Wednesday,2023-01,B62,MOBILE BUS LANE,23
11226,Wednesday,2023-01,BX12+,MOBILE BUS LANE,1206
11227,Wednesday,2023-01,BX19,MOBILE BUS LANE,346
11228,Wednesday,2023-01,BX41+,MOBILE BUS LANE,1283
11229,Wednesday,2023-01,M14+,MOBILE BUS LANE,167
11230,Wednesday,2023-01,M15+,MOBILE BUS LANE,1244
11231,Wednesday,2023-01,M23+,MOBILE BUS LANE,22
11232,Wednesday,2023-01,M34+,MOBILE BUS LANE,16
11233,Wednesday,2023-01,Q43,MOBILE BUS LANE,122
11234,Wednesday,2023-01,Q44+,MOBILE BUS LANE,359
11235,Wednesday,2023-01,S79+,MOBILE BUS LANE,21
11236,Wednesday,2023-02,B25,MOBILE BUS LANE,91
11237,Wednesday,2023-02,B42,MOBILE BUS LANE,20
11238,Wednesday,2023-02,B44+,MOBILE BUS LANE,106
11239,Wednesday,2023-02,B46+,MOBILE BUS LANE,226
11240,Wednesday,2023-02,B62,MOBILE BUS LANE,10
11241,Wednesday,2023-02,BX12+,MOBILE BUS LANE,1121
11242,Wednesday,2023-02,BX19,MOBILE BUS LANE,269
11243,Wednesday,2023-02,BX41+,MOBILE BUS LANE,1256
11244,Wednesday,2023-02,M14+,MOBILE BUS LANE,134
11245,Wednesday,2023-02,M15+,MOBILE BUS LANE,834
11246,Wednesday,2023-02,M23+,MOBILE BUS LANE,75
11247,Wednesday,2023-02,M34+,MOBILE BUS LANE,6
11248,Wednesday,2023-02,M86+,MOBILE BUS LANE,2
11249,Wednesday,2023-02,Q43,MOBILE BUS LANE,79
11250,Wednesday,2023-02,Q44+,MOBILE BUS LANE,323
11251,Wednesday,2023-02,S79+,MOBILE BUS LANE,20
11252,Wednesday,2023-03,B25,MOBILE BUS LANE,55
11253,Wednesday,2023-03,B42,MOBILE BUS LANE,20
11254,Wednesday,2023-03,B44+,MOBILE BUS LANE,155
11255,Wednesday,2023-03,B46+,MOBILE BUS LANE,279
11256,Wednesday,2023-03,B62,MOBILE BUS LANE,15
11257,Wednesday,2023-03,BX12+,MOBILE BUS LANE,1403
11258,Wednesday,2023-03,BX19,MOBILE BUS LANE,277
11259,Wednesday,2023-03,BX41+,MOBILE BUS LANE,1593
11260,Wednesday,2023-03,M14+,MOBILE BUS LANE,174
11261,Wednesday,2023-03,M15+,MOBILE BUS LANE,1133
11262,Wednesday,2023-03,M23+,MOBILE BUS LANE,16
11263,Wednesday,2023-03,M34+,MOBILE BUS LANE,6
11264,Wednesday,2023-03,M86+,MOBILE BUS LANE,1
11265,Wednesday,2023-03,Q43,MOBILE BUS LANE,70
11266,Wednesday,2023-03,Q44+,MOBILE BUS LANE,389
11267,Wednesday,2023-03,S79+,MOBILE BUS LANE,30
11268,Wednesday,2023-04,B25,MOBILE BUS LANE,46
11269,Wednesday,2023-04,B42,MOBILE BUS LANE,20
11270,Wednesday,2023-04,B44+,MOBILE BUS LANE,51
11271,Wednesday,2023-04,B46+,MOBILE BUS LANE,168
11272,Wednesday,2023-04,B62,MOBILE BUS LANE,11
11273,Wednesday,2023-04,BX12+,MOBILE BUS LANE,782
11274,Wednesday,2023-04,BX19,MOBILE BUS LANE,118
11275,Wednesday,2023-04,BX41+,MOBILE BUS LANE,1072
11276,Wednesday,2023-04,M14+,MOBILE BUS LANE,85
11277,Wednesday,2023-04,M15+,MOBILE BUS LANE,806
11278,Wednesday,2023-04,M23+,MOBILE BUS LANE,7
11279,Wednesday,2023-04,M34+,MOBILE BUS LANE,15
11280,Wednesday,2023-04,M86+,MOBILE BUS LANE,2
11281,Wednesday,2023-04,Q43,MOBILE BUS LANE,66
11282,Wednesday,2023-04,Q44+,MOBILE BUS LANE,276
11283,Wednesday,2023-04,S79+,MOBILE BUS LANE,17
11284,Wednesday,2023-05,B25,MOBILE BUS LANE,77
11285,Wednesday,2023-05,B42,MOBILE BUS LANE,10
11286,Wednesday,2023-05,B44+,MOBILE BUS LANE,51
11287,Wednesday,2023-05,B46+,MOBILE BUS LANE,174
11288,Wednesday,2023-05,B62,MOBILE BUS LANE,1
11289,Wednesday,2023-05,BX12+,MOBILE BUS LANE,1127
11290,Wednesday,2023-05,BX19,MOBILE BUS LANE,92
11291,Wednesday,2023-05,BX35,MOBILE BUS LANE,224
11292,Wednesday,2023-05,BX41+,MOBILE BUS LANE,936
11293,Wednesday,2023-05,M14+,MOBILE BUS LANE,145
11294,Wednesday,2023-05,M15+,MOBILE BUS LANE,966
11295,Wednesday,2023-05,M23+,MOBILE BUS LANE,9
11296,Wednesday,2023-05,M34+,MOBILE BUS LANE,26
11297,Wednesday,2023-05,M86+,MOBILE BUS LANE,4
11298,Wednesday,2023-05,Q43,MOBILE BUS LANE,85
11299,Wednesday,2023-05,Q44+,MOBILE BUS LANE,274
11300,Wednesday,2023-05,S79+,MOBILE BUS LANE,19
11301,Wednesday,2023-06,B25,MOBILE BUS LANE,57
11302,Wednesday,2023-06,B42,MOBILE BUS LANE,33
11303,Wednesday,2023-06,B44+,MOBILE BUS LANE,61
11304,Wednesday,2023-06,B46+,MOBILE BUS LANE,115
11305,Wednesday,2023-06,B62,MOBILE BUS LANE,2
11306,Wednesday,2023-06,BX12+,MOBILE BUS LANE,754
11307,Wednesday,2023-06,BX19,MOBILE BUS LANE,97
11308,Wednesday,2023-06,BX35,MOBILE BUS LANE,131
11309,Wednesday,2023-06,BX36,MOBILE BUS LANE,146
11310,Wednesday,2023-06,BX41+,MOBILE BUS LANE,891
11311,Wednesday,2023-06,M14+,MOBILE BUS LANE,92
11312,Wednesday,2023-06,M15+,MOBILE BUS LANE,644
11313,Wednesday,2023-06,M23+,MOBILE BUS LANE,11
11314,Wednesday,2023-06,M34+,MOBILE BUS LANE,15
11315,Wednesday,2023-06,M86+,MOBILE BUS LANE,6
11316,Wednesday,2023-06,Q43,MOBILE BUS LANE,42
11317,Wednesday,2023-06,Q44+,MOBILE BUS LANE,271
11318,Wednesday,2023-06,S79+,MOBILE BUS LANE,13
11319,Wednesday,2023-07,B25,MOBILE BUS LANE,36
11320,Wednesday,2023-07,B42,MOBILE BUS LANE,16
11321,Wednesday,2023-07,B44+,MOBILE BUS LANE,86
11322,Wednesday,2023-07,B46+,MOBILE BUS LANE,130
11323,Wednesday,2023-07,B62,MOBILE BUS LANE,1
11324,Wednesday,2023-07,BX12+,MOBILE BUS LANE,819
11325,Wednesday,2023-07,BX19,MOBILE BUS LANE,42
11326,Wednesday,2023-07,BX35,MOBILE BUS LANE,112
11327,Wednesday,2023-07,BX36,MOBILE BUS LANE,181
11328,Wednesday,2023-07,BX41+,MOBILE BUS LANE,913
11329,Wednesday,2023-07,M14+,MOBILE BUS LANE,119
11330,Wednesday,2023-07,M15+,MOBILE BUS LANE,788
11331,Wednesday,2023-07,M23+,MOBILE BUS LANE,10
11332,Wednesday,2023-07,M34+,MOBILE BUS LANE,5
11333,Wednesday,2023-07,M86+,MOBILE BUS LANE,5
11334,Wednesday,2023-07,Q43,MOBILE BUS LANE,62
11335,Wednesday,2023-07,Q44+,MOBILE BUS LANE,202
11336,Wednesday,2023-07,Q58,MOBILE BUS LANE,35
11337,Wednesday,2023-07,S79+,MOBILE BUS LANE,23
11338,Wednesday,2023-08,B25,MOBILE BUS LANE,63
11339,Wednesday,2023-08,B42,MOBILE BUS LANE,48
11340,Wednesday,2023-08,B44+,MOBILE BUS LANE,87
11341,Wednesday,2023-08,B46+,MOBILE BUS LANE,197
11342,Wednesday,2023-08,B62,MOBILE BUS LANE,2
11343,Wednesday,2023-08,BX12+,MOBILE BUS LANE,1098
11344,Wednesday,2023-08,BX19,MOBILE BUS LANE,145
11345,Wednesday,2023-08,BX35,MOBILE BUS LANE,134
11346,Wednesday,2023-08,BX36,MOBILE BUS LANE,211
11347,Wednesday,2023-08,BX41+,MOBILE BUS LANE,1016
11348,Wednesday,2023-08,M14+,MOBILE BUS LANE,134
11349,Wednesday,2023-08,M15+,MOBILE BUS LANE,961
11350,Wednesday,2023-08,M23+,MOBILE BUS LANE,13
11351,Wednesday,2023-08,M34+,MOBILE BUS LANE,22
11352,Wednesday,2023-08,M86+,MOBILE BUS LANE,5
11353,Wednesday,2023-08,Q43,MOBILE BUS LANE,97
11354,Wednesday,2023-08,Q44+,MOBILE BUS LANE,338
11355,Wednesday,2023-08,Q58,MOBILE BUS LANE,117
11356,Wednesday,2023-08,S79+,MOBILE BUS LANE,25
11357,Wednesday,2023-09,B25,MOBILE BUS LANE,66
11358,Wednesday,2023-09,B42,MOBILE BUS LANE,32
11359,Wednesday,2023-09,B44+,MOBILE BUS LANE,52
11360,Wednesday,2023-09,B46+,MOBILE BUS LANE,99
11361,Wednesday,2023-09,B62,MOBILE BUS LANE,6
11362,Wednesday,2023-09,BX12+,MOBILE BUS LANE,881
11363,Wednesday,2023-09,BX19,MOBILE BUS LANE,333
11364,Wednesday,2023-09,BX35,MOBILE BUS LANE,122
11365,Wednesday,2023-09,BX36,MOBILE BUS LANE,177
11366,Wednesday,2023-09,BX41+,MOBILE BUS LANE,749
11367,Wednesday,2023-09,M14+,MOBILE BUS LANE,78
11368,Wednesday,2023-09,M15+,MOBILE BUS LANE,777
11369,Wednesday,2023-09,M23+,MOBILE BUS LANE,11
11370,Wednesday,2023-09,M34+,MOBILE BUS LANE,9
11371,Wednesday,2023-09,M86+,MOBILE BUS LANE,5
11372,Wednesday,2023-09,Q43,MOBILE BUS LANE,107
11373,Wednesday,2023-09,Q44+,MOBILE BUS LANE,347
11374,Wednesday,2023-09,Q58,MOBILE BUS LANE,103
11375,Wednesday,2023-09,S79+,MOBILE BUS LANE,13
11376,Wednesday,2023-10,B25,MOBILE BUS LANE,193
11377,Wednesday,2023-10,B26,MOBILE BUS LANE,2
11378,Wednesday,2023-10,B42,MOBILE BUS LANE,25
11379,Wednesday,2023-10,B62,MOBILE BUS LANE,4
11380,Wednesday,2023-10,BX12+,MOBILE BUS LANE,694
11381,Wednesday,2023-10,BX19,MOBILE BUS LANE,316
11382,Wednesday,2023-10,BX35,MOBILE BUS LANE,112
11383,Wednesday,2023-10,BX36,MOBILE BUS LANE,174
11384,Wednesday,2023-10,BX41+,MOBILE BUS LANE,992
11385,Wednesday,2023-10,M15+,MOBILE BUS LANE,26
11386,Wednesday,2023-10,Q43,MOBILE BUS LANE,73
11387,Wednesday,2023-10,Q44+,MOBILE BUS LANE,325
11388,Wednesday,2023-10,Q58,MOBILE BUS LANE,74
11389,Wednesday,2023-10,S79+,MOBILE BUS LANE,36
11390,Wednesday,2023-11,B25,MOBILE BUS LANE,230
11391,Wednesday,2023-11,B26,MOBILE BUS LANE,3
11392,Wednesday,2023-11,B42,MOBILE BUS LANE,48
11393,Wednesday,2023-11,B44+,MOBILE BUS LANE,119
11394,Wednesday,2023-11,B46+,MOBILE BUS LANE,369
11395,Wednesday,2023-11,B62,MOBILE BUS LANE,4
11396,Wednesday,2023-11,BX12+,MOBILE BUS LANE,721
11397,Wednesday,2023-11,BX19,MOBILE BUS LANE,347
11398,Wednesday,2023-11,BX35,MOBILE BUS LANE,139
11399,Wednesday,2023-11,BX36,MOBILE BUS LANE,194
11400,Wednesday,2023-11,BX41+,MOBILE BUS LANE,898
11401,Wednesday,2023-11,M14+,MOBILE BUS LANE,9
11402,Wednesday,2023-11,M15+,MOBILE BUS LANE,402
11403,Wednesday,2023-11,M23+,MOBILE BUS LANE,3
11404,Wednesday,2023-11,M34+,MOBILE BUS LANE,13
11405,Wednesday,2023-11,M86+,MOBILE BUS LANE,6
11406,Wednesday,2023-11,Q43,MOBILE BUS LANE,130
11407,Wednesday,2023-11,Q44+,MOBILE BUS LANE,434
11408,Wednesday,2023-11,Q54,MOBILE BUS LANE,482
11409,Wednesday,2023-11,Q58,MOBILE BUS LANE,76
11410,Wednesday,2023-11,S79+,MOBILE BUS LANE,34
11411,Wednesday,2023-12,B25,MOBILE BUS LANE,269
11412,Wednesday,2023-12,B26,MOBILE BUS LANE,6
11413,Wednesday,2023-12,B42,MOBILE BUS LANE,25
11414,Wednesday,2023-12,B44+,MOBILE BUS LANE,298
11415,Wednesday,2023-12,B46+,MOBILE BUS LANE,621
11416,Wednesday,2023-12,B62,MOBILE BUS LANE,5
11417,Wednesday,2023-12,BX12+,MOBILE BUS LANE,643
11418,Wednesday,2023-12,BX19,MOBILE BUS LANE,225
11419,Wednesday,2023-12,BX35,MOBILE BUS LANE,116
11420,Wednesday,2023-12,BX36,MOBILE BUS LANE,205
11421,Wednesday,2023-12,BX41+,MOBILE BUS LANE,1001
11422,Wednesday,2023-12,M14+,MOBILE BUS LANE,150
11423,Wednesday,2023-12,M15+,MOBILE BUS LANE,891
11424,Wednesday,2023-12,M23+,MOBILE BUS LANE,31
11425,Wednesday,2023-12,M34+,MOBILE BUS LANE,35
11426,Wednesday,2023-12,M86+,MOBILE BUS LANE,17
11427,Wednesday,2023-12,Q43,MOBILE BUS LANE,127
11428,Wednesday,2023-12,Q44+,MOBILE BUS LANE,304
11429,Wednesday,2023-12,Q54,MOBILE BUS LANE,589
11430,Wednesday,2023-12,Q58,MOBILE BUS LANE,99
11431,Wednesday,2023-12,S79+,MOBILE BUS LANE,32
11432,Wednesday,2024-01,B25,MOBILE BUS LANE,236
11433,Wednesday,2024-01,B26,MOBILE BUS LANE,6
11434,Wednesday,2024-01,B42,MOBILE BUS LANE,33
11435,Wednesday,2024-01,B44+,MOBILE BUS LANE,331
11436,Wednesday,2024-01,B46+,MOBILE BUS LANE,560
11437,Wednesday,2024-01,B62,MOBILE BUS LANE,3
11438,Wednesday,2024-01,BX12+,MOBILE BUS LANE,681
11439,Wednesday,2024-01,BX19,MOBILE BUS LANE,332
11440,Wednesday,2024-01,BX35,MOBILE BUS LANE,147
11441,Wednesday,2024-01,BX36,MOBILE BUS LANE,177
11442,Wednesday,2024-01,BX41+,MOBILE BUS LANE,1040
11443,Wednesday,2024-01,M14+,MOBILE BUS LANE,224
11444,Wednesday,2024-01,M15+,MOBILE BUS LANE,1455
11445,Wednesday,2024-01,M23+,MOBILE BUS LANE,71
11446,Wednesday,2024-01,M34+,MOBILE BUS LANE,81
11447,Wednesday,2024-01,M86+,MOBILE BUS LANE,17
11448,Wednesday,2024-01,Q43,MOBILE BUS LANE,127
11449,Wednesday,2024-01,Q44+,MOBILE BUS LANE,432
11450,Wednesday,2024-01,Q54,MOBILE BUS LANE,546
11451,Wednesday,2024-01,Q58,MOBILE BUS LANE,98
11452,Wednesday,2024-01,S79+,MOBILE BUS LANE,17
11453,Wednesday,2024-02,B25,MOBILE BUS LANE,95
11454,Wednesday,2024-02,B26,MOBILE BUS LANE,4
11455,Wednesday,2024-02,B42,MOBILE BUS LANE,27
11456,Wednesday,2024-02,B44+,MOBILE BUS LANE,228
11457,Wednesday,2024-02,B46+,MOBILE BUS LANE,413
11458,Wednesday,2024-02,BX12+,MOBILE BUS LANE,502
11459,Wednesday,2024-02,BX19,MOBILE BUS LANE,277
11460,Wednesday,2024-02,BX35,MOBILE BUS LANE,96
11461,Wednesday,2024-02,BX36,MOBILE BUS LANE,188
11462,Wednesday,2024-02,BX41+,MOBILE BUS LANE,678
11463,Wednesday,2024-02,M14+,MOBILE BUS LANE,199
11464,Wednesday,2024-02,M15+,MOBILE BUS LANE,967
11465,Wednesday,2024-02,M23+,MOBILE BUS LANE,39
11466,Wednesday,2024-02,M34+,MOBILE BUS LANE,108
11467,Wednesday,2024-02,M86+,MOBILE BUS LANE,12
11468,Wednesday,2024-02,Q43,MOBILE BUS LANE,95
11469,Wednesday,2024-02,Q44+,MOBILE BUS LANE,274
11470,Wednesday,2024-02,Q54,MOBILE BUS LANE,161
11471,Wednesday,2024-02,Q58,MOBILE BUS LANE,48
11472,Wednesday,2024-02,S79+,MOBILE BUS LANE,23
11473,Wednesday,2024-03,B25,MOBILE BUS LANE,63
11474,Wednesday,2024-03,B26,MOBILE BUS LANE,2
11475,Wednesday,2024-03,B42,MOBILE BUS LANE,21
11476,Wednesday,2024-03,B44+,MOBILE BUS LANE,230
11477,Wednesday,2024-03,B46+,MOBILE BUS LANE,409
11478,Wednesday,2024-03,BX12+,MOBILE BUS LANE,491
11479,Wednesday,2024-03,BX19,MOBILE BUS LANE,261
11480,Wednesday,2024-03,BX35,MOBILE BUS LANE,90
11481,Wednesday,2024-03,BX36,MOBILE BUS LANE,143
11482,Wednesday,2024-03,BX41+,MOBILE BUS LANE,698
11483,Wednesday,2024-03,M14+,MOBILE BUS LANE,199
11484,Wednesday,2024-03,M15+,MOBILE BUS LANE,1025
11485,Wednesday,2024-03,M23+,MOBILE BUS LANE,46
11486,Wednesday,2024-03,M34+,MOBILE BUS LANE,94
11487,Wednesday,2024-03,M86+,MOBILE BUS LANE,8
11488,Wednesday,2024-03,Q43,MOBILE BUS LANE,87
11489,Wednesday,2024-03,Q44+,MOBILE BUS LANE,284
11490,Wednesday,2024-03,Q54,MOBILE BUS LANE,195
11491,Wednesday,2024-03,Q58,MOBILE BUS LANE,47
11492,Wednesday,2024-03,S79+,MOBILE BUS LANE,14
11493,Wednesday,2024-04,B25,MOBILE BUS LANE,79
11494,Wednesday,2024-04,B26,MOBILE BUS LANE,3
11495,Wednesday,2024-04,B42,MOBILE BUS LANE,33
11496,Wednesday,2024-04,B44+,MOBILE BUS LANE,195
11497,Wednesday,2024-04,B46+,MOBILE BUS LANE,526
11498,Wednesday,2024-04,B62,MOBILE BUS LANE,2
11499,Wednesday,2024-04,BX12+,MOBILE BUS LANE,620
11500,Wednesday,2024-04,BX19,MOBILE BUS LANE,274
11501,Wednesday,2024-04,BX35,MOBILE BUS LANE,77
