,bus_route_id,month,weekday,violation_type,violations
5567,BX41+,2024-09,Wednesday,MOBILE DOUBLE PARKED,467
5568,BX41+,2024-10,Friday,MOBILE BUS LANE,563
5569,BX41+,2024-10,Friday,MOBILE BUS STOP,334
5570,BX41+,2024-10,Friday,MOBILE DOUBLE PARKED,590
5571,BX41+,2024-10,Monday,MOBILE BUS LANE,592
5572,BX41+,2024-10,Monday,MOBILE BUS STOP,334
5573,BX41+,2024-10,Monday,MOBILE DOUBLE PARKED,518
5574,BX41+,2024-10,Saturday,MOBILE BUS LANE,284
5575,BX41+,2024-10,Saturday,MOBILE BUS STOP,262
5576,BX41+,2024-10,Saturday,MOBILE DOUBLE PARKED,319
5577,BX41+,2024-10,Sunday,MOBILE BUS LANE,341
5578,BX41+,2024-10,Sunday,MOBILE BUS STOP,231
5579,BX41+,2024-10,Sunday,MOBILE DOUBLE PARKED,327
5580,BX41+,2024-10,Thursday,MOBILE BUS LANE,636
5581,BX41+,2024-10,Thursday,MOBILE BUS STOP,402
5582,BX41+,2024-10,Thursday,MOBILE DOUBLE PARKED,715
5583,BX41+,2024-10,Tuesday,MOBILE BUS LANE,709
5584,BX41+,2024-10,Tuesday,MOBILE BUS STOP,442
5585,BX41+,2024-10,Tuesday,MOBILE DOUBLE PARKED,761
5586,BX41+,2024-10,Wednesday,MOBILE BUS LANE,642
5587,BX41+,2024-10,Wednesday,MOBILE BUS STOP,424
5588,BX41+,2024-10,Wednesday,MOBILE DOUBLE PARKED,568
5589,BX41+,2024-11,Friday,MOBILE BUS LANE,552
5590,BX41+,2024-11,Friday,MOBILE BUS STOP,381
5591,BX41+,2024-11,Friday,MOBILE DOUBLE PARKED,531
5592,BX41+,2024-11,Monday,MOBILE BUS LANE,563
5593,BX41+,2024-11,Monday,MOBILE BUS STOP,328
5594,BX41+,2024-11,Monday,MOBILE DOUBLE PARKED,529
5595,BX41+,2024-11,Saturday,MOBILE BUS LANE,322
5596,BX41+,2024-11,Saturday,MOBILE BUS STOP,307
5597,BX41+,2024-11,Saturday,MOBILE DOUBLE PARKED,330
5598,BX41+,2024-11,Sunday,MOBILE BUS LANE,339
5599,BX41+,2024-11,Sunday,MOBILE BUS STOP,262
5600,BX41+,2024-11,Sunday,MOBILE DOUBLE PARKED,329
5601,BX41+,2024-11,Thursday,MOBILE BUS LANE,367
5602,BX41+,2024-11,Thursday,MOBILE BUS STOP,349
5603,BX41+,2024-11,Thursday,MOBILE DOUBLE PARKED,468
5604,BX41+,2024-11,Tuesday,MOBILE BUS LANE,465
5605,BX41+,2024-11,Tuesday,MOBILE BUS STOP,362
5606,BX41+,2024-11,Tuesday,MOBILE DOUBLE PARKED,516
5607,BX41+,2024-11,Wednesday,MOBILE BUS LANE,450
5608,BX41+,2024-11,Wednesday,MOBILE BUS STOP,340
5609,BX41+,2024-11,Wednesday,MOBILE DOUBLE PARKED,498
5610,BX41+,2024-12,Friday,MOBILE BUS LANE,507
5611,BX41+,2024-12,Friday,MOBILE BUS STOP,272
5612,BX41+,2024-12,Friday,MOBILE DOUBLE PARKED,401
5613,BX41+,2024-12,Monday,MOBILE BUS LANE,578
5614,BX41+,2024-12,Monday,MOBILE BUS STOP,338
5615,BX41+,2024-12,Monday,MOBILE DOUBLE PARKED,504
5616,BX41+,2024-12,Saturday,MOBILE BUS LANE,279
5617,BX41+,2024-12,Saturday,MOBILE BUS STOP,221
5618,BX41+,2024-12,Saturday,MOBILE DOUBLE PARKED,352
5619,BX41+,2024-12,Sunday,MOBILE BUS LANE,241
5620,BX41+,2024-12,Sunday,MOBILE BUS STOP,294
5621,BX41+,2024-12,Sunday,MOBILE DOUBLE PARKED,228
5622,BX41+,2024-12,Thursday,MOBILE BUS LANE,430
5623,BX41+,2024-12,Thursday,MOBILE BUS STOP,256
5624,BX41+,2024-12,Thursday,MOBILE DOUBLE PARKED,460
5625,BX41+,2024-12,Tuesday,MOBILE BUS LANE,464
5626,BX41+,2024-12,Tuesday,MOBILE BUS STOP,337
5627,BX41+,2024-12,Tuesday,MOBILE DOUBLE PARKED,547
5628,BX41+,2024-12,Wednesday,MOBILE BUS LANE,325
5629,BX41+,2024-12,Wednesday,MOBILE BUS STOP,279
5630,BX41+,2024-12,Wednesday,MOBILE DOUBLE PARKED,380
5631,BX41+,2025-01,Friday,MOBILE BUS LANE,618
5632,BX41+,2025-01,Friday,MOBILE BUS STOP,374
5633,BX41+,2025-01,Friday,MOBILE DOUBLE PARKED,462
5634,BX41+,2025-01,Monday,MOBILE BUS LANE,535
5635,BX41+,2025-01,Monday,MOBILE BUS STOP,364
5636,BX41+,2025-01,Monday,MOBILE DOUBLE PARKED,568
5637,BX41+,2025-01,Saturday,MOBILE BUS LANE,319
5638,BX41+,2025-01,Saturday,MOBILE BUS STOP,204
5639,BX41+,2025-01,Saturday,MOBILE DOUBLE PARKED,346
5640,BX41+,2025-01,Sunday,MOBILE BUS LANE,155
5641,BX41+,2025-01,Sunday,MOBILE BUS STOP,188
5642,BX41+,2025-01,Sunday,MOBILE DOUBLE PARKED,203
5643,BX41+,2025-01,Thursday,MOBILE BUS LANE,534
5644,BX41+,2025-01,Thursday,MOBILE BUS STOP,385
5645,BX41+,2025-01,Thursday,MOBILE DOUBLE PARKED,563
5646,BX41+,2025-01,Tuesday,MOBILE BUS LANE,454
5647,BX41+,2025-01,Tuesday,MOBILE BUS STOP,314
5648,BX41+,2025-01,Tuesday,MOBILE DOUBLE PARKED,493
5649,BX41+,2025-01,Wednesday,MOBILE BUS LANE,387
5650,BX41+,2025-01,Wednesday,MOBILE BUS STOP,334
5651,BX41+,2025-01,Wednesday,MOBILE DOUBLE PARKED,556
5652,BX41+,2025-02,Friday,MOBILE BUS LANE,399
5653,BX41+,2025-02,Friday,MOBILE BUS STOP,359
5654,BX41+,2025-02,Friday,MOBILE DOUBLE PARKED,463
5655,BX41+,2025-02,Monday,MOBILE BUS LANE,433
5656,BX41+,2025-02,Monday,MOBILE BUS STOP,304
5657,BX41+,2025-02,Monday,MOBILE DOUBLE PARKED,413
5658,BX41+,2025-02,Saturday,MOBILE BUS LANE,169
5659,BX41+,2025-02,Saturday,MOBILE BUS STOP,186
5660,BX41+,2025-02,Saturday,MOBILE DOUBLE PARKED,247
5661,BX41+,2025-02,Sunday,MOBILE BUS LANE,158
5662,BX41+,2025-02,Sunday,MOBILE BUS STOP,208
5663,BX41+,2025-02,Sunday,MOBILE DOUBLE PARKED,235
5664,BX41+,2025-02,Thursday,MOBILE BUS LANE,471
5665,BX41+,2025-02,Thursday,MOBILE BUS STOP,394
5666,BX41+,2025-02,Thursday,MOBILE DOUBLE PARKED,461
5667,BX41+,2025-02,Tuesday,MOBILE BUS LANE,499
5668,BX41+,2025-02,Tuesday,MOBILE BUS STOP,383
5669,BX41+,2025-02,Tuesday,MOBILE DOUBLE PARKED,552
5670,BX41+,2025-02,Wednesday,MOBILE BUS LANE,510
5671,BX41+,2025-02,Wednesday,MOBILE BUS STOP,361
5672,BX41+,2025-02,Wednesday,MOBILE DOUBLE PARKED,516
5673,BX41+,2025-03,Friday,MOBILE BUS LANE,499
5674,BX41+,2025-03,Friday,MOBILE BUS STOP,398
5675,BX41+,2025-03,Friday,MOBILE DOUBLE PARKED,415
5676,BX41+,2025-03,Monday,MOBILE BUS LANE,656
5677,BX41+,2025-03,Monday,MOBILE BUS STOP,559
5678,BX41+,2025-03,Monday,MOBILE DOUBLE PARKED,536
5679,BX41+,2025-03,Saturday,MOBILE BUS LANE,438
5680,BX41+,2025-03,Saturday,MOBILE BUS STOP,370
5681,BX41+,2025-03,Saturday,MOBILE DOUBLE PARKED,454
5682,BX41+,2025-03,Sunday,MOBILE BUS LANE,325
5683,BX41+,2025-03,Sunday,MOBILE BUS STOP,375
5684,BX41+,2025-03,Sunday,MOBILE DOUBLE PARKED,363
5685,BX41+,2025-03,Thursday,MOBILE BUS LANE,550
5686,BX41+,2025-03,Thursday,MOBILE BUS STOP,385
5687,BX41+,2025-03,Thursday,MOBILE DOUBLE PARKED,446
5688,BX41+,2025-03,Tuesday,MOBILE BUS LANE,551
5689,BX41+,2025-03,Tuesday,MOBILE BUS STOP,413
5690,BX41+,2025-03,Tuesday,MOBILE DOUBLE PARKED,464
5691,BX41+,2025-03,Wednesday,MOBILE BUS LANE,412
5692,BX41+,2025-03,Wednesday,MOBILE BUS STOP,412
5693,BX41+,2025-03,Wednesday,MOBILE DOUBLE PARKED,354
5694,BX41+,2025-04,Friday,MOBILE BUS LANE,574
5695,BX41+,2025-04,Friday,MOBILE BUS STOP,411
5696,BX41+,2025-04,Friday,MOBILE DOUBLE PARKED,396
5697,BX41+,2025-04,Monday,MOBILE BUS LANE,516
5698,BX41+,2025-04,Monday,MOBILE BUS STOP,370
5699,BX41+,2025-04,Monday,MOBILE DOUBLE PARKED,312
5700,BX41+,2025-04,Saturday,MOBILE BUS LANE,387
5701,BX41+,2025-04,Saturday,MOBILE BUS STOP,328
5702,BX41+,2025-04,Saturday,MOBILE DOUBLE PARKED,280
5703,BX41+,2025-04,Sunday,MOBILE BUS LANE,298
5704,BX41+,2025-04,Sunday,MOBILE BUS STOP,264
5705,BX41+,2025-04,Sunday,MOBILE DOUBLE PARKED,181
5706,BX41+,2025-04,Thursday,MOBILE BUS LANE,456
5707,BX41+,2025-04,Thursday,MOBILE BUS STOP,364
5708,BX41+,2025-04,Thursday,MOBILE DOUBLE PARKED,379
5709,BX41+,2025-04,Tuesday,MOBILE BUS LANE,706
5710,BX41+,2025-04,Tuesday,MOBILE BUS STOP,472
5711,BX41+,2025-04,Tuesday,MOBILE DOUBLE PARKED,456
5712,BX41+,2025-04,Wednesday,MOBILE BUS LANE,718
5713,BX41+,2025-04,Wednesday,MOBILE BUS STOP,519
5714,BX41+,2025-04,Wednesday,MOBILE DOUBLE PARKED,508
5715,BX41+,2025-05,Friday,MOBILE BUS LANE,642
5716,BX41+,2025-05,Friday,MOBILE BUS STOP,434
5717,BX41+,2025-05,Friday,MOBILE DOUBLE PARKED,476
5718,BX41+,2025-05,Monday,MOBILE BUS LANE,393
5719,BX41+,2025-05,Monday,MOBILE BUS STOP,313
5720,BX41+,2025-05,Monday,MOBILE DOUBLE PARKED,364
5721,BX41+,2025-05,Saturday,MOBILE BUS LANE,418
5722,BX41+,2025-05,Saturday,MOBILE BUS STOP,382
5723,BX41+,2025-05,Saturday,MOBILE DOUBLE PARKED,417
5724,BX41+,2025-05,Sunday,MOBILE BUS LANE,272
5725,BX41+,2025-05,Sunday,MOBILE BUS STOP,230
5726,BX41+,2025-05,Sunday,MOBILE DOUBLE PARKED,270
5727,BX41+,2025-05,Thursday,MOBILE BUS LANE,606
5728,BX41+,2025-05,Thursday,MOBILE BUS STOP,415
5729,BX41+,2025-05,Thursday,MOBILE DOUBLE PARKED,518
5730,BX41+,2025-05,Tuesday,MOBILE BUS LANE,595
5731,BX41+,2025-05,Tuesday,MOBILE BUS STOP,329
5732,BX41+,2025-05,Tuesday,MOBILE DOUBLE PARKED,472
5733,BX41+,2025-05,Wednesday,MOBILE BUS LANE,567
5734,BX41+,2025-05,Wednesday,MOBILE BUS STOP,334
5735,BX41+,2025-05,Wednesday,MOBILE DOUBLE PARKED,497
5736,BX41+,2025-06,Friday,MOBILE BUS LANE,492
5737,BX41+,2025-06,Friday,MOBILE BUS STOP,279
5738,BX41+,2025-06,Friday,MOBILE DOUBLE PARKED,487
5739,BX41+,2025-06,Monday,MOBILE BUS LANE,542
5740,BX41+,2025-06,Monday,MOBILE BUS STOP,358
5741,BX41+,2025-06,Monday,MOBILE DOUBLE PARKED,501
5742,BX41+,2025-06,Saturday,MOBILE BUS LANE,311
5743,BX41+,2025-06,Saturday,MOBILE BUS STOP,268
5744,BX41+,2025-06,Saturday,MOBILE DOUBLE PARKED,369
5745,BX41+,2025-06,Sunday,MOBILE BUS LANE,215
5746,BX41+,2025-06,Sunday,MOBILE BUS STOP,249
5747,BX41+,2025-06,Sunday,MOBILE DOUBLE PARKED,235
5748,BX41+,2025-06,Thursday,MOBILE BUS LANE,327
5749,BX41+,2025-06,Thursday,MOBILE BUS STOP,302
5750,BX41+,2025-06,Thursday,MOBILE DOUBLE PARKED,461
5751,BX41+,2025-06,Tuesday,MOBILE BUS LANE,527
5752,BX41+,2025-06,Tuesday,MOBILE BUS STOP,321
5753,BX41+,2025-06,Tuesday,MOBILE DOUBLE PARKED,473
5754,BX41+,2025-06,Wednesday,MOBILE BUS LANE,500
5755,BX41+,2025-06,Wednesday,MOBILE BUS STOP,356
5756,BX41+,2025-06,Wednesday,MOBILE DOUBLE PARKED,525
5757,BX41+,2025-07,Friday,MOBILE BUS LANE,335
5758,BX41+,2025-07,Friday,MOBILE BUS STOP,298
5759,BX41+,2025-07,Friday,MOBILE DOUBLE PARKED,422
5760,BX41+,2025-07,Monday,MOBILE BUS LANE,395
5761,BX41+,2025-07,Monday,MOBILE BUS STOP,287
5762,BX41+,2025-07,Monday,MOBILE DOUBLE PARKED,373
5763,BX41+,2025-07,Saturday,MOBILE BUS LANE,223
5764,BX41+,2025-07,Saturday,MOBILE BUS STOP,222
5765,BX41+,2025-07,Saturday,MOBILE DOUBLE PARKED,284
5766,BX41+,2025-07,Sunday,MOBILE BUS LANE,138
5767,BX41+,2025-07,Sunday,MOBILE BUS STOP,173
5768,BX41+,2025-07,Sunday,MOBILE DOUBLE PARKED,227
5769,BX41+,2025-07,Thursday,MOBILE BUS LANE,575
5770,BX41+,2025-07,Thursday,MOBILE BUS STOP,328
5771,BX41+,2025-07,Thursday,MOBILE DOUBLE PARKED,548
5772,BX41+,2025-07,Tuesday,MOBILE BUS LANE,463
5773,BX41+,2025-07,Tuesday,MOBILE BUS STOP,313
5774,BX41+,2025-07,Tuesday,MOBILE DOUBLE PARKED,522
5775,BX41+,2025-07,Wednesday,MOBILE BUS LANE,497
5776,BX41+,2025-07,Wednesday,MOBILE BUS STOP,314
5777,BX41+,2025-07,Wednesday,MOBILE DOUBLE PARKED,527
5778,BX41+,2025-08,Friday,MOBILE BUS LANE,257
5779,BX41+,2025-08,Friday,MOBILE BUS STOP,78
5780,BX41+,2025-08,Friday,MOBILE DOUBLE PARKED,237
5781,BX41+,2025-08,Monday,MOBILE BUS LANE,254
5782,BX41+,2025-08,Monday,MOBILE BUS STOP,90
5783,BX41+,2025-08,Monday,MOBILE DOUBLE PARKED,109
5784,BX41+,2025-08,Saturday,MOBILE BUS LANE,119
5785,BX41+,2025-08,Saturday,MOBILE BUS STOP,65
5786,BX41+,2025-08,Saturday,MOBILE DOUBLE PARKED,168
5787,BX41+,2025-08,Sunday,MOBILE BUS LANE,89
5788,BX41+,2025-08,Sunday,MOBILE BUS STOP,80
5789,BX41+,2025-08,Sunday,MOBILE DOUBLE PARKED,124
5790,BX41+,2025-08,Thursday,MOBILE BUS LANE,144
5791,BX41+,2025-08,Thursday,MOBILE BUS STOP,47
5792,BX41+,2025-08,Thursday,MOBILE DOUBLE PARKED,115
5793,BX41+,2025-08,Tuesday,MOBILE BUS LANE,281
5794,BX41+,2025-08,Tuesday,MOBILE BUS STOP,76
5795,BX41+,2025-08,Tuesday,MOBILE DOUBLE PARKED,174
5796,BX41+,2025-08,Wednesday,MOBILE BUS LANE,204
5797,BX41+,2025-08,Wednesday,MOBILE BUS STOP,64
5798,BX41+,2025-08,Wednesday,MOBILE DOUBLE PARKED,137
5799,BX5,2025-05,Thursday,MOBILE DOUBLE PARKED,1
5800,BX5,2025-05,Wednesday,MOBILE DOUBLE PARKED,1
5801,BX5,2025-06,Friday,MOBILE BUS LANE,43
5802,BX5,2025-06,Friday,MOBILE BUS STOP,20
5803,BX5,2025-06,Friday,MOBILE DOUBLE PARKED,13
5804,BX5,2025-06,Monday,MOBILE BUS LANE,32
5805,BX5,2025-06,Monday,MOBILE BUS STOP,25
5806,BX5,2025-06,Monday,MOBILE DOUBLE PARKED,8
5807,BX5,2025-06,Saturday,MOBILE BUS STOP,67
5808,BX5,2025-06,Saturday,MOBILE DOUBLE PARKED,28
5809,BX5,2025-06,Sunday,MOBILE BUS STOP,42
5810,BX5,2025-06,Sunday,MOBILE DOUBLE PARKED,13
5811,BX5,2025-06,Thursday,MOBILE BUS LANE,70
5812,BX5,2025-06,Thursday,MOBILE BUS STOP,41
5813,BX5,2025-06,Thursday,MOBILE DOUBLE PARKED,20
5814,BX5,2025-06,Tuesday,MOBILE BUS LANE,59
5815,BX5,2025-06,Tuesday,MOBILE BUS STOP,17
5816,BX5,2025-06,Tuesday,MOBILE DOUBLE PARKED,10
5817,BX5,2025-06,Wednesday,MOBILE BUS LANE,81
5818,BX5,2025-06,Wednesday,MOBILE BUS STOP,30
5819,BX5,2025-06,Wednesday,MOBILE DOUBLE PARKED,34
5820,BX5,2025-07,Friday,MOBILE BUS LANE,5
5821,BX5,2025-07,Friday,MOBILE BUS STOP,41
5822,BX5,2025-07,Friday,MOBILE DOUBLE PARKED,7
5823,BX5,2025-07,Monday,MOBILE BUS LANE,21
5824,BX5,2025-07,Monday,MOBILE BUS STOP,10
5825,BX5,2025-07,Monday,MOBILE DOUBLE PARKED,7
5826,BX5,2025-07,Saturday,MOBILE BUS STOP,55
5827,BX5,2025-07,Saturday,MOBILE DOUBLE PARKED,16
5828,BX5,2025-07,Sunday,MOBILE BUS STOP,39
5829,BX5,2025-07,Sunday,MOBILE DOUBLE PARKED,2
5830,BX5,2025-07,Thursday,MOBILE BUS LANE,33
5831,BX5,2025-07,Thursday,MOBILE BUS STOP,38
5832,BX5,2025-07,Thursday,MOBILE DOUBLE PARKED,16
5833,BX5,2025-07,Tuesday,MOBILE BUS LANE,111
5834,BX5,2025-07,Tuesday,MOBILE BUS STOP,39
5835,BX5,2025-07,Tuesday,MOBILE DOUBLE PARKED,23
5836,BX5,2025-07,Wednesday,MOBILE BUS LANE,73
5837,BX5,2025-07,Wednesday,MOBILE BUS STOP,47
5838,BX5,2025-07,Wednesday,MOBILE DOUBLE PARKED,27
5839,BX5,2025-08,Friday,MOBILE BUS LANE,3
5840,BX5,2025-08,Friday,MOBILE BUS STOP,3
5841,BX5,2025-08,Monday,MOBILE BUS LANE,4
5842,BX5,2025-08,Monday,MOBILE BUS STOP,2
5843,BX5,2025-08,Monday,MOBILE DOUBLE PARKED,1
5844,BX5,2025-08,Saturday,MOBILE BUS STOP,13
5845,BX5,2025-08,Sunday,MOBILE BUS STOP,3
5846,BX5,2025-08,Thursday,MOBILE BUS LANE,9
5847,BX5,2025-08,Thursday,MOBILE BUS STOP,1
5848,BX5,2025-08,Thursday,MOBILE DOUBLE PARKED,3
5849,BX5,2025-08,Tuesday,MOBILE BUS LANE,20
5850,BX5,2025-08,Tuesday,MOBILE BUS STOP,6
5851,BX5,2025-08,Wednesday,MOBILE BUS LANE,33
5852,BX5,2025-08,Wednesday,MOBILE BUS STOP,5
5853,BX5,2025-08,Wednesday,MOBILE DOUBLE PARKED,5
5854,BX6+,2024-09,Monday,MOBILE BUS LANE,23
5855,BX6+,2024-09,Monday,MOBILE BUS STOP,175
5856,BX6+,2024-09,Monday,MOBILE DOUBLE PARKED,449
5857,BX6+,2024-10,Friday,MOBILE BUS LANE,90
5858,BX6+,2024-10,Friday,MOBILE BUS STOP,828
5859,BX6+,2024-10,Friday,MOBILE DOUBLE PARKED,1454
5860,BX6+,2024-10,Monday,MOBILE BUS LANE,97
5861,BX6+,2024-10,Monday,MOBILE BUS STOP,631
5862,BX6+,2024-10,Monday,MOBILE DOUBLE PARKED,1465
5863,BX6+,2024-10,Saturday,MOBILE BUS LANE,124
5864,BX6+,2024-10,Saturday,MOBILE BUS STOP,656
5865,BX6+,2024-10,Saturday,MOBILE DOUBLE PARKED,1085
5866,BX6+,2024-10,Sunday,MOBILE BUS LANE,145
5867,BX6+,2024-10,Sunday,MOBILE BUS STOP,538
5868,BX6+,2024-10,Sunday,MOBILE DOUBLE PARKED,802
5869,BX6+,2024-10,Thursday,MOBILE BUS LANE,76
5870,BX6+,2024-10,Thursday,MOBILE BUS STOP,1124
5871,BX6+,2024-10,Thursday,MOBILE DOUBLE PARKED,1808
5872,BX6+,2024-10,Tuesday,MOBILE BUS LANE,89
5873,BX6+,2024-10,Tuesday,MOBILE BUS STOP,999
5874,BX6+,2024-10,Tuesday,MOBILE DOUBLE PARKED,2014
5875,BX6+,2024-10,Wednesday,MOBILE BUS LANE,96
5876,BX6+,2024-10,Wednesday,MOBILE BUS STOP,1042
5877,BX6+,2024-10,Wednesday,MOBILE DOUBLE PARKED,1824
5878,BX6+,2024-11,Friday,MOBILE BUS LANE,85
5879,BX6+,2024-11,Friday,MOBILE BUS STOP,822
5880,BX6+,2024-11,Friday,MOBILE DOUBLE PARKED,1349
5881,BX6+,2024-11,Monday,MOBILE BUS LANE,54
5882,BX6+,2024-11,Monday,MOBILE BUS STOP,753
5883,BX6+,2024-11,Monday,MOBILE DOUBLE PARKED,1194
5884,BX6+,2024-11,Saturday,MOBILE BUS LANE,155
5885,BX6+,2024-11,Saturday,MOBILE BUS STOP,788
5886,BX6+,2024-11,Saturday,MOBILE DOUBLE PARKED,1362
5887,BX6+,2024-11,Sunday,MOBILE BUS LANE,136
5888,BX6+,2024-11,Sunday,MOBILE BUS STOP,539
5889,BX6+,2024-11,Sunday,MOBILE DOUBLE PARKED,803
5890,BX6+,2024-11,Thursday,MOBILE BUS LANE,53
5891,BX6+,2024-11,Thursday,MOBILE BUS STOP,719
5892,BX6+,2024-11,Thursday,MOBILE DOUBLE PARKED,1389
5893,BX6+,2024-11,Tuesday,MOBILE BUS LANE,60
5894,BX6+,2024-11,Tuesday,MOBILE BUS STOP,864
5895,BX6+,2024-11,Tuesday,MOBILE DOUBLE PARKED,1463
5896,BX6+,2024-11,Wednesday,MOBILE BUS LANE,73
5897,BX6+,2024-11,Wednesday,MOBILE BUS STOP,606
5898,BX6+,2024-11,Wednesday,MOBILE DOUBLE PARKED,1254
5899,BX6+,2024-12,Friday,MOBILE BUS LANE,43
5900,BX6+,2024-12,Friday,MOBILE BUS STOP,512
5901,BX6+,2024-12,Friday,MOBILE DOUBLE PARKED,875
5902,BX6+,2024-12,Monday,MOBILE BUS LANE,52
5903,BX6+,2024-12,Monday,MOBILE BUS STOP,660
5904,BX6+,2024-12,Monday,MOBILE DOUBLE PARKED,1235
5905,BX6+,2024-12,Saturday,MOBILE BUS LANE,114
5906,BX6+,2024-12,Saturday,MOBILE BUS STOP,351
5907,BX6+,2024-12,Saturday,MOBILE DOUBLE PARKED,683
5908,BX6+,2024-12,Sunday,MOBILE BUS LANE,154
5909,BX6+,2024-12,Sunday,MOBILE BUS STOP,413
5910,BX6+,2024-12,Sunday,MOBILE DOUBLE PARKED,640
5911,BX6+,2024-12,Thursday,MOBILE BUS LANE,42
5912,BX6+,2024-12,Thursday,MOBILE BUS STOP,569
5913,BX6+,2024-12,Thursday,MOBILE DOUBLE PARKED,1036
5914,BX6+,2024-12,Tuesday,MOBILE BUS LANE,66
5915,BX6+,2024-12,Tuesday,MOBILE BUS STOP,713
5916,BX6+,2024-12,Tuesday,MOBILE DOUBLE PARKED,1413
5917,BX6+,2024-12,Wednesday,MOBILE BUS LANE,38
5918,BX6+,2024-12,Wednesday,MOBILE BUS STOP,497
5919,BX6+,2024-12,Wednesday,MOBILE DOUBLE PARKED,889
5920,BX6+,2025-01,Friday,MOBILE BUS LANE,70
5921,BX6+,2025-01,Friday,MOBILE BUS STOP,681
5922,BX6+,2025-01,Friday,MOBILE DOUBLE PARKED,1268
5923,BX6+,2025-01,Monday,MOBILE BUS LANE,79
5924,BX6+,2025-01,Monday,MOBILE BUS STOP,561
5925,BX6+,2025-01,Monday,MOBILE DOUBLE PARKED,859
5926,BX6+,2025-01,Saturday,MOBILE BUS LANE,145
5927,BX6+,2025-01,Saturday,MOBILE BUS STOP,371
5928,BX6+,2025-01,Saturday,MOBILE DOUBLE PARKED,814
5929,BX6+,2025-01,Sunday,MOBILE BUS LANE,98
5930,BX6+,2025-01,Sunday,MOBILE BUS STOP,249
5931,BX6+,2025-01,Sunday,MOBILE DOUBLE PARKED,379
5932,BX6+,2025-01,Thursday,MOBILE BUS LANE,58
5933,BX6+,2025-01,Thursday,MOBILE BUS STOP,723
5934,BX6+,2025-01,Thursday,MOBILE DOUBLE PARKED,1306
5935,BX6+,2025-01,Tuesday,MOBILE BUS LANE,53
5936,BX6+,2025-01,Tuesday,MOBILE BUS STOP,575
5937,BX6+,2025-01,Tuesday,MOBILE DOUBLE PARKED,1055
5938,BX6+,2025-01,Wednesday,MOBILE BUS LANE,62
5939,BX6+,2025-01,Wednesday,MOBILE BUS STOP,656
5940,BX6+,2025-01,Wednesday,MOBILE DOUBLE PARKED,1164
5941,BX6+,2025-02,Friday,MOBILE BUS LANE,37
5942,BX6+,2025-02,Friday,MOBILE BUS STOP,501
5943,BX6+,2025-02,Friday,MOBILE DOUBLE PARKED,814
5944,BX6+,2025-02,Monday,MOBILE BUS LANE,60
5945,BX6+,2025-02,Monday,MOBILE BUS STOP,471
5946,BX6+,2025-02,Monday,MOBILE DOUBLE PARKED,813
5947,BX6+,2025-02,Saturday,MOBILE BUS LANE,70
5948,BX6+,2025-02,Saturday,MOBILE BUS STOP,190
5949,BX6+,2025-02,Saturday,MOBILE DOUBLE PARKED,378
5950,BX6+,2025-02,Sunday,MOBILE BUS LANE,92
5951,BX6+,2025-02,Sunday,MOBILE BUS STOP,240
5952,BX6+,2025-02,Sunday,MOBILE DOUBLE PARKED,301
5953,BX6+,2025-02,Thursday,MOBILE BUS LANE,57
5954,BX6+,2025-02,Thursday,MOBILE BUS STOP,472
5955,BX6+,2025-02,Thursday,MOBILE DOUBLE PARKED,923
5956,BX6+,2025-02,Tuesday,MOBILE BUS LANE,51
5957,BX6+,2025-02,Tuesday,MOBILE BUS STOP,522
5958,BX6+,2025-02,Tuesday,MOBILE DOUBLE PARKED,939
5959,BX6+,2025-02,Wednesday,MOBILE BUS LANE,60
5960,BX6+,2025-02,Wednesday,MOBILE BUS STOP,464
5961,BX6+,2025-02,Wednesday,MOBILE DOUBLE PARKED,957
5962,BX6+,2025-03,Friday,MOBILE BUS LANE,42
5963,BX6+,2025-03,Friday,MOBILE BUS STOP,579
5964,BX6+,2025-03,Friday,MOBILE DOUBLE PARKED,930
5965,BX6+,2025-03,Monday,MOBILE BUS LANE,75
5966,BX6+,2025-03,Monday,MOBILE BUS STOP,614
5967,BX6+,2025-03,Monday,MOBILE DOUBLE PARKED,1062
5968,BX6+,2025-03,Saturday,MOBILE BUS LANE,187
5969,BX6+,2025-03,Saturday,MOBILE BUS STOP,471
5970,BX6+,2025-03,Saturday,MOBILE DOUBLE PARKED,783
5971,BX6+,2025-03,Sunday,MOBILE BUS LANE,178
5972,BX6+,2025-03,Sunday,MOBILE BUS STOP,415
5973,BX6+,2025-03,Sunday,MOBILE DOUBLE PARKED,573
5974,BX6+,2025-03,Thursday,MOBILE BUS LANE,44
5975,BX6+,2025-03,Thursday,MOBILE BUS STOP,579
5976,BX6+,2025-03,Thursday,MOBILE DOUBLE PARKED,940
5977,BX6+,2025-03,Tuesday,MOBILE BUS LANE,40
5978,BX6+,2025-03,Tuesday,MOBILE BUS STOP,519
5979,BX6+,2025-03,Tuesday,MOBILE DOUBLE PARKED,932
5980,BX6+,2025-03,Wednesday,MOBILE BUS LANE,44
5981,BX6+,2025-03,Wednesday,MOBILE BUS STOP,527
5982,BX6+,2025-03,Wednesday,MOBILE DOUBLE PARKED,997
5983,BX6+,2025-04,Friday,MOBILE BUS LANE,46
5984,BX6+,2025-04,Friday,MOBILE BUS STOP,488
5985,BX6+,2025-04,Friday,MOBILE DOUBLE PARKED,920
5986,BX6+,2025-04,Monday,MOBILE BUS LANE,52
